Bailey,Continent,20,10,11,12,30,40,130,140,120,121,122,110,80,81,82,50,100,60,62,61,90,70,71,72,160,170,180,150,151,152,153,190,200,201,202,210,220,230
135,Africa,"75,0,10,15","75,0,10,15","75,0,10,15","75,0,10,15","75,0,10,15","75,0,10,15","80,0,10,10","1,0,0,99","70,0,20,10","70,0,20,10","70,0,20,10","75,0,10,15","80,0,10,10","80,0,10,10","80,0,10,10","75,0,10,15","75,0,10,15","80,0,10,10","75,0,10,15","80,0,10,10","80,0,10,10","80,0,10,10","80,0,10,10","80,0,10,10","80,1,4,15","75,0,0,25","75,1,0,24","5,0,3,2","7,0,1,2","4,0,4,2","5,0,3,2","35,5,5,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
135,Oceania_NZ,"10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","75,10,3,12","1,0,0,99","50,20,15,15","50,20,15,15","50,20,15,15","35,45,5,15","20,60,5,15","10,70,5,15","20,60,5,15","10,70,5,15","10,70,5,15","10,70,5,15","25,55,5,15","10,70,5,15","10,70,5,15","20,60,5,15","10,70,5,15","20,60,5,15","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,6,1,2","4,2,2,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
135,Oceania,"10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","75,10,3,12","1,0,0,99","50,20,15,15","50,20,15,15","50,20,15,15","35,45,5,15","20,60,5,15","10,70,5,15","20,60,5,15","10,70,5,15","10,70,5,15","10,70,5,15","25,55,5,15","10,70,5,15","10,70,5,15","20,60,5,15","10,70,5,15","20,60,5,15","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,6,1,2","4,2,2,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
135,EurAsia,"10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","80,15,2,3","1,0,0,99","45,40,10,5","45,40,10,5","45,40,10,5","50,40,5,5","20,74,5,1","10,84,5,1","20,74,5,1","15,79,5,1","10,84,5,1","10,84,5,1","40,50,5,5","10,84,5,1","10,84,5,1","20,74,5,1","10,84,5,1","20,74,5,1","15,65,5,15","75,0,0,25","20,20,5,55","3,5,1,1","1,6,1,2","3,4,2,1","3,5,1,1","20,20,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
135,North America,"10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","60,30,3,7","1,0,0,99","45,40,10,5","45,40,10,5","45,40,10,5","50,40,5,5","25,69,5,1","5,89,5,1","25,69,5,1","15,79,5,1","10,84,5,1","10,84,5,1","40,50,5,5","10,84,5,1","10,84,5,1","25,69,5,1","5,89,5,1","25,69,5,1","15,65,5,15","75,0,0,25","20,20,5,55","1,6,1,2","1,6,1,2","3,3,2,2","1,6,1,2","20,20,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
135,South America,"85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","90,0,1,9","1,0,0,99","85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","80,10,5,5","85,5,5,5","80,10,5,5","80,10,5,5","70,20,5,5","85,5,5,5","70,20,5,5","70,20,5,5","85,5,5,5","80,10,5,5","85,5,5,5","70,20,5,5","75,0,0,25","75,0,0,25","6,1,1,2","6,1,1,2","6,1,1,2","6,1,1,2","40,2,3,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
35,Africa,"10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","98,0,1,1","1,0,0,99","80,15,4,1","80,15,4,1","80,15,4,1","70,25,1,4","20,78,1,1","10,88,1,1","20,78,1,1","25,70,1,4","25,70,1,4","10,88,1,1","40,55,1,4","10,88,1,1","10,88,1,1","20,78,1,1","10,88,1,1","20,78,1,1","20,70,0,10","75,0,0,25","74,1,0,25","4,4,1,1","2,6,1,1","2,6,1,1","6,2,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
35,Oceania_NZ,"10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","75,10,3,12","1,0,0,99","50,20,15,15","50,20,15,15","50,20,15,15","35,45,5,15","20,60,5,15","10,70,5,15","20,60,5,15","10,70,5,15","10,70,5,15","10,70,5,15","25,55,5,15","10,70,5,15","10,70,5,15","20,60,5,15","10,70,5,15","20,60,5,15","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,6,1,2","4,2,2,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
35,Oceania,"10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","75,10,3,12","1,0,0,99","50,20,15,15","50,20,15,15","50,20,15,15","35,45,5,15","20,60,5,15","10,70,5,15","20,60,5,15","10,70,5,15","10,70,5,15","10,70,5,15","25,55,5,15","10,70,5,15","10,70,5,15","20,60,5,15","10,70,5,15","20,60,5,15","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,6,1,2","4,2,2,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
35,EurAsia,"10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","80,15,2,3","1,0,0,99","45,40,10,5","45,40,10,5","45,40,10,5","50,40,5,5","20,74,5,1","10,84,5,1","20,74,5,1","15,79,5,1","10,84,5,1","10,84,5,1","40,50,5,5","10,84,5,1","10,84,5,1","20,74,5,1","10,84,5,1","20,74,5,1","15,65,5,15","75,0,0,25","20,20,5,55","3,5,1,1","1,6,1,2","3,4,2,1","3,5,1,1","20,20,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
35,North America,"10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","10,84,5,1","60,30,3,7","1,0,0,99","45,40,10,5","45,40,10,5","45,40,10,5","50,40,5,5","25,69,5,1","5,89,5,1","25,69,5,1","15,79,5,1","10,84,5,1","10,84,5,1","40,50,5,5","10,84,5,1","10,84,5,1","25,69,5,1","5,89,5,1","25,69,5,1","15,65,5,15","75,0,0,25","20,20,5,55","1,6,1,2","1,6,1,2","3,3,2,2","1,6,1,2","20,20,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
35,South America,"85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","90,0,1,9","1,0,0,99","85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","85,5,5,5","80,10,5,5","85,5,5,5","80,10,5,5","80,10,5,5","70,20,5,5","85,5,5,5","70,20,5,5","70,20,5,5","85,5,5,5","80,10,5,5","85,5,5,5","70,20,5,5","75,0,0,25","75,0,0,25","6,1,1,2","6,1,1,2","6,1,1,2","6,1,1,2","40,2,3,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
36,Africa,"10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","98,0,1,1","1,0,0,99","80,15,4,1","80,15,4,1","80,15,4,1","70,25,1,4","20,78,1,1","10,88,1,1","20,78,1,1","25,70,1,4","25,70,1,4","10,88,1,1","40,55,1,4","10,88,1,1","10,88,1,1","20,78,1,1","10,88,1,1","20,78,1,1","20,70,0,10","75,0,0,25","74,1,0,25","4,4,1,1","2,6,1,1","2,6,1,1","6,2,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
36,Oceania_NZ,"10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","75,10,3,12","1,0,0,99","50,20,15,15","50,20,15,15","50,20,15,15","35,45,5,15","20,60,5,15","10,70,5,15","20,60,5,15","10,70,5,15","10,70,5,15","10,70,5,15","25,55,5,15","10,70,5,15","10,70,5,15","20,60,5,15","10,70,5,15","20,60,5,15","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,6,1,2","4,2,2,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
36,Oceania,"10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","10,70,5,15","75,10,3,12","1,0,0,99","50,20,15,15","50,20,15,15","50,20,15,15","35,45,5,15","20,60,5,15","10,70,5,15","20,60,5,15","10,70,5,15","10,70,5,15","10,70,5,15","25,55,5,15","10,70,5,15","10,70,5,15","20,60,5,15","10,70,5,15","20,60,5,15","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,6,1,2","4,2,2,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
36,EurAsia,"20,74,5,1","20,74,5,1","20,74,5,1","20,74,5,1","20,74,5,1","20,74,5,1","65,25,3,7","1,0,0,99","50,35,10,5","50,35,10,5","50,35,10,5","55,35,5,5","40,54,5,1","20,74,5,1","40,54,5,1","20,74,5,1","20,74,5,1","20,74,5,1","40,50,5,5","20,74,5,1","20,74,5,1","40,54,5,1","20,74,5,1","40,54,5,1","20,60,5,15","75,0,0,25","20,20,5,55","3,5,0,2","1,6,1,2","3,5,0,2","3,5,0,2","20,20,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
36,North America,"20,74,5,1","20,74,5,1","20,74,5,1","20,74,5,1","20,74,5,1","20,74,5,1","65,25,3,7","1,0,0,99","50,35,10,5","50,35,10,5","50,35,10,5","55,35,5,5","25,69,5,1","5,89,5,1","25,69,5,1","20,74,5,1","20,74,5,1","20,74,5,1","40,50,5,5","20,74,5,1","20,74,5,1","25,69,5,1","5,89,5,1","25,69,5,1","20,60,5,15","75,0,0,25","20,20,5,55","3,5,0,2","1,6,1,2","3,5,0,2","3,5,0,2","20,20,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
36,South America,"80,7,8,5","80,7,8,5","80,7,8,5","80,7,8,5","80,7,8,5","80,7,8,5","90,0,1,9","1,0,0,99","80,7,8,5","80,7,8,5","80,7,8,5","80,7,8,5","85,5,7,3","80,10,7,3","85,5,7,3","80,10,7,3","80,10,7,3","70,20,7,3","80,7,8,5","70,20,7,3","70,20,7,3","85,5,7,3","80,10,7,3","85,5,7,3","70,20,7,3","75,0,0,25","75,0,0,25","6,1,1,2","6,1,1,2","6,1,1,2","6,1,1,2","40,2,3,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
37,Africa,"95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","1,0,0,99","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","75,0,0,25","95,0,1,4","8,0,0,2","8,0,1,1","8,0,1,1","8,0,1,1","40,0,5,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
37,Oceania_NZ,"93,1,1,5","93,1,1,5","93,1,1,5","93,1,1,5","93,1,1,5","93,1,1,5","93,1,1,5","1,0,0,99","94,1,1,4","94,1,1,4","94,1,1,4","92,2,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","90,0,0,10","75,0,0,25","75,0,0,25","6,0,1,3","7,1,1,1","8,0,1,1","7,0,1,2","30,10,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
37,Oceania,"93,1,1,5","93,1,1,5","93,1,1,5","93,1,1,5","93,1,1,5","93,1,1,5","93,1,1,5","1,0,0,99","94,1,1,4","94,1,1,4","94,1,1,4","92,2,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","89,5,1,5","90,0,0,10","75,0,0,25","75,0,0,25","6,0,1,3","7,1,1,1","8,0,1,1","7,0,1,2","30,10,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
37,EurAsia,"90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,3,0,7","1,0,0,99","90,3,0,7","90,3,0,7","90,3,0,7","90,5,0,5","75,15,1,9","65,25,1,9","75,15,1,9","75,20,0,5","75,20,0,5","70,25,0,5","80,15,0,5","70,25,0,5","70,25,0,5","75,15,1,9","65,25,1,9","75,15,1,9","50,40,0,10","75,0,0,25","73,2,0,25","7,0,0,3","7,0,0,3","8,1,0,1","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
37,North America,"90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,3,0,7","1,0,0,99","90,3,0,7","90,3,0,7","90,3,0,7","90,5,0,5","25,69,5,1","5,89,5,1","25,69,5,1","75,20,0,5","75,20,0,5","70,25,0,5","80,15,0,5","70,25,0,5","70,25,0,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","8,1,0,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
37,South America,"95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","1,0,0,99","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,1,1,3","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","44,0,1,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
38,Africa,"99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","89,1,0,10","75,0,0,25","74,1,0,25","9,0,0,1","9,0,0,1","9,0,0,1","9,0,0,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
38,North America,"90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,5,0,5","90,3,0,7","1,0,0,99","90,3,0,7","90,3,0,7","90,3,0,7","90,5,0,5","25,69,5,1","5,89,5,1","25,69,5,1","75,20,0,5","75,20,0,5","70,25,0,5","80,15,0,5","70,25,0,5","70,25,0,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","8,1,0,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
38,South America,"99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","90,1,0,9","75,0,0,25","75,0,0,25","9,0,0,1","9,0,0,1","9,0,0,1","9,0,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
38,Oceania_NZ,"20,62,3,15","20,62,3,15","20,62,3,15","20,62,3,15","20,62,3,15","20,62,3,15","75,10,3,12","1,0,0,99","50,25,10,15","50,25,10,15","50,25,10,15","35,47,3,15","20,60,5,15","10,70,5,15","20,60,5,15","20,62,3,15","20,62,3,15","10,70,5,15","20,62,3,15","10,70,5,15","10,70,5,15","20,60,5,15","10,70,5,15","20,60,5,15","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,6,1,2","4,2,2,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
38,Oceania,"20,62,3,15","20,62,3,15","20,62,3,15","20,62,3,15","20,62,3,15","20,62,3,15","75,10,3,12","1,0,0,99","50,25,10,15","50,25,10,15","50,25,10,15","35,47,3,15","20,60,5,15","10,70,5,15","20,60,5,15","20,62,3,15","20,62,3,15","10,70,5,15","20,62,3,15","10,70,5,15","10,70,5,15","20,60,5,15","10,70,5,15","20,60,5,15","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,6,1,2","4,2,2,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
38,EurAsia,"49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","94,1,1,4","1,0,0,99","70,23,2,5","70,23,2,5","70,23,2,5","70,28,1,1","40,58,1,1","20,78,1,1","40,58,1,1","49,49,1,1","49,49,1,1","49,49,1,1","60,38,1,1","49,49,1,1","49,49,1,1","40,58,1,1","20,78,1,1","40,58,1,1","80,14,1,5","75,0,0,25","49,1,0,50","7,1,1,1","4,4,1,1","7,1,1,1","7,1,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
39,Africa,"99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","89,1,0,10","75,0,0,25","74,1,0,25","9,0,0,1","9,0,0,1","9,0,0,1","9,0,0,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
39,Oceania_NZ,"84,10,1,5","84,10,1,5","84,10,1,5","84,10,1,5","84,10,1,5","84,10,1,5","93,1,1,5","1,0,0,99","94,1,1,4","94,1,1,4","94,1,1,4","92,2,1,5","89,5,1,5","84,10,1,5","89,5,1,5","89,5,1,5","89,5,1,5","79,15,1,5","89,5,1,5","79,15,1,5","84,10,1,5","89,5,1,5","84,10,1,5","89,5,1,5","90,0,0,10","75,0,0,25","75,0,0,25","6,0,1,3","6,1,1,2","6,1,1,2","7,0,1,2","30,10,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
39,Oceania,"84,10,1,5","84,10,1,5","84,10,1,5","84,10,1,5","84,10,1,5","84,10,1,5","93,1,1,5","1,0,0,99","94,1,1,4","94,1,1,4","94,1,1,4","92,2,1,5","89,5,1,5","84,10,1,5","89,5,1,5","89,5,1,5","89,5,1,5","79,15,1,5","89,5,1,5","79,15,1,5","84,10,1,5","89,5,1,5","84,10,1,5","89,5,1,5","90,0,0,10","75,0,0,25","75,0,0,25","6,0,1,3","6,1,1,2","6,1,1,2","7,0,1,2","30,10,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
39,EurAsia,"30,69,0,1","30,69,0,1","30,69,0,1","30,69,0,1","30,69,0,1","30,69,0,1","90,5,0,5","1,0,0,99","90,5,0,5","90,5,0,5","90,5,0,5","75,20,0,5","60,39,0,1","30,69,0,1","60,39,0,1","49,50,0,1","49,50,0,1","30,69,0,1","49,50,0,1","30,69,0,1","30,69,0,1","60,39,0,1","30,69,0,1","60,39,0,1","75,20,0,5","75,0,0,25","30,10,1,54","5,4,0,1","3,6,0,1","4,5,0,1","5,4,0,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
39,North America,"49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","75,20,0,5","25,69,5,1","5,89,5,1","25,69,5,1","49,49,1,1","49,49,1,1","40,54,1,4","49,49,1,1","40,54,1,4","40,54,1,4","25,69,5,1","5,89,5,1","25,69,5,1","75,20,0,5","75,0,0,25","30,10,1,54","5,4,0,1","4,4,1,1","9,0,0,1","5,4,0,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
39,South America,"99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","90,1,0,9","75,0,0,25","75,0,0,25","9,0,0,1","9,0,0,1","9,0,0,1","9,0,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
40,Africa,"10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","10,88,1,1","98,0,1,1","1,0,0,99","80,15,4,1","80,15,4,1","80,15,4,1","70,25,1,4","20,78,1,1","10,88,1,1","20,78,1,1","25,70,1,4","25,70,1,4","10,88,1,1","40,55,1,4","10,88,1,1","10,88,1,1","20,78,1,1","10,88,1,1","20,78,1,1","20,70,0,10","75,0,0,25","74,1,0,25","4,4,1,1","2,6,1,1","2,6,1,1","6,2,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
40,Oceania_NZ,"23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","60,30,1,9","1,0,0,99","25,60,5,10","25,60,5,10","25,60,5,10","23,65,2,10","26,67,2,5","13,80,2,5","26,67,2,5","23,65,2,10","23,65,2,10","13,80,2,5","23,65,2,10","13,80,2,5","13,80,2,5","26,67,2,5","13,80,2,5","26,67,2,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,6,1,2","2,4,2,2","6,1,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
40,Oceania,"23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","60,30,1,9","1,0,0,99","25,60,5,10","25,60,5,10","25,60,5,10","23,65,2,10","26,67,2,5","13,80,2,5","26,67,2,5","23,65,2,10","23,65,2,10","13,80,2,5","23,65,2,10","13,80,2,5","13,80,2,5","26,67,2,5","13,80,2,5","26,67,2,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,6,1,2","2,4,2,2","6,1,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
40,EurAsia,"49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","94,1,1,4","1,0,0,99","70,23,2,5","70,23,2,5","70,23,2,5","70,28,1,1","40,57,1,2","20,78,1,1","40,57,1,2","49,49,1,1","49,49,1,1","49,49,1,1","60,38,1,1","49,49,1,1","49,49,1,1","40,57,1,2","20,78,1,1","40,57,1,2","80,14,1,5","75,0,0,25","49,1,0,50","7,1,1,1","4,4,1,1","7,1,1,1","7,1,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
40,North America,"49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","49,49,1,1","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","75,20,0,5","25,69,5,1","5,89,5,1","25,69,5,1","49,49,1,1","49,49,1,1","40,54,1,4","49,49,1,1","40,54,1,4","40,54,1,4","25,69,5,1","5,89,5,1","25,69,5,1","75,20,0,5","75,0,0,25","30,10,1,54","5,4,0,1","4,4,1,1","9,0,0,1","5,4,0,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
40,South America,"99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","1,0,0,99","98,1,0,1","98,1,0,1","98,1,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","99,0,0,1","90,1,0,9","75,0,0,25","75,0,0,25","9,0,0,1","9,0,0,1","9,0,0,1","9,0,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
140,Africa,"90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","1,0,0,99","85,0,10,5","85,0,10,5","85,0,10,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,1,9","75,0,0,25","75,0,0,25","7,0,1,2","8,0,1,1","8,0,1,1","7,0,1,2","35,5,5,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
140,Oceania_NZ,"23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","23,65,2,10","60,30,1,9","1,0,0,99","25,60,5,10","25,60,5,10","25,60,5,10","23,65,2,10","26,67,2,5","13,80,2,5","26,67,2,5","23,65,2,10","23,65,2,10","13,80,2,5","23,65,2,10","13,80,2,5","13,80,2,5","26,67,2,5","13,80,2,5","26,67,2,5","30,60,0,10","75,0,0,25","60,10,0,30","3,5,0,2","1,6,1,2","2,4,2,2","6,1,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
